@relation 'final data set-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.instance.Resample-B0.0-S0-Z80.0-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1'

@attribute '         AGE' numeric
@attribute '     GENDER' {male,female}
@attribute '    HOUSING ' {own,free,rent}
@attribute ' CREDIT AMOUNT' numeric
@attribute ' PURPOSE' {radio/TV,education,furniture/equipment,car,business,'domestic appliances',repairs,vacation/others}
@attribute ' CLASS' {good,bad}
@attribute '  CREDIT HISTORY ' {'Critical/other credits existing','Existing paid','Delayed previously','No credits/all paid ','All paid'}
@attribute '       JOB' {Skilled,'Unskilled- Resident',Self-employed,'Unskilled- Non resident'}

@data
48.945159,male,rent,1918.426483,furniture/equipment,bad,'Existing paid',Skilled
27,female,rent,1924,furniture/equipment,bad,'Existing paid',Skilled
31.223691,female,rent,1849.641594,furniture/equipment,bad,'Existing paid',Skilled
27.474748,female,own,5955.556881,radio/TV,bad,'Critical/other credits existing',Skilled
36.067492,male,own,3914.996523,business,bad,'Existing paid',Skilled
20,male,own,2039,furniture/equipment,bad,'Existing paid',Skilled
26.937896,male,own,628.682473,radio/TV,bad,'All paid',Skilled
26.900253,female,own,1387.292215,car,bad,'Existing paid',Skilled
57.050404,male,own,15027.861424,business,bad,'Existing paid',Skilled
45.819983,male,free,6300.262187,education,bad,'Critical/other credits existing',Skilled
27,male,free,1422,car,bad,'Existing paid',Self-employed
31.686505,female,rent,1211.620987,car,bad,'Existing paid',Skilled
23.980955,female,own,1216,car,bad,'Existing paid',Skilled
48.523827,male,own,6396.568648,radio/TV,bad,'Critical/other credits existing',Skilled
31,male,own,3621,furniture/equipment,bad,'All paid',Skilled
26.928356,female,own,9976.586656,furniture/equipment,bad,'Existing paid',Skilled
33,male,own,2359,furniture/equipment,bad,'Existing paid',Skilled
45.421899,male,own,8385.370725,business,bad,'Delayed previously',Skilled
36.059266,male,own,3914.291846,business,bad,'Existing paid',Skilled
35.72881,female,own,9983.541183,furniture/equipment,bad,'Existing paid',Skilled
54.462861,male,own,6396.608482,radio/TV,bad,'Critical/other credits existing',Skilled
32.64826,female,own,1826.157835,education,bad,'Existing paid','Unskilled- Resident'
29.723937,male,own,1811.838795,education,bad,'Existing paid',Skilled
32.360186,female,own,1274.223872,radio/TV,bad,'Existing paid','Unskilled- Resident'
23,male,own,14555,car,bad,'Existing paid','Unskilled- Non resident'
36.585516,male,own,724.270265,radio/TV,bad,'Existing paid','Unskilled- Resident'
43.329614,male,own,4494.764558,business,bad,'Critical/other credits existing','Unskilled- Resident'
46.066149,male,free,6288.310356,education,bad,'Critical/other credits existing',Skilled
42.552689,male,own,2301.288635,car,bad,'Existing paid',Skilled
43.605629,male,free,6230.95748,education,bad,'Critical/other credits existing',Skilled
23.477741,female,own,1230.378385,car,bad,'Existing paid',Skilled
23.487235,female,own,602.724548,radio/TV,bad,'All paid',Skilled
42.740645,male,own,2627.05308,radio/TV,bad,'Existing paid',Skilled
36.54917,male,own,3914.584797,business,bad,'Existing paid',Skilled
31.966987,male,rent,2632.23611,car,bad,'Existing paid',Skilled
33,male,own,2360.293812,furniture/equipment,bad,'Existing paid',Skilled
25.647813,female,own,1281.297372,radio/TV,bad,'Existing paid','Unskilled- Resident'
33.805794,female,rent,7126.221019,business,bad,'Existing paid',Skilled
28.538522,male,own,731.21141,radio/TV,bad,'Existing paid','Unskilled- Resident'
30.285834,male,own,10434.569547,car,bad,'Existing paid',Skilled
30.289999,male,rent,1943.274728,furniture/equipment,bad,'Existing paid',Skilled
64.744441,male,own,770.186281,radio/TV,bad,'Existing paid','Unskilled- Resident'
23.362441,male,own,14449.784531,car,bad,'Existing paid',Skilled
29.632447,male,own,3609.022501,furniture/equipment,bad,'All paid',Skilled
28.850523,male,own,2282.757211,car,bad,'Existing paid',Skilled
28.736045,male,own,2392.600059,radio/TV,bad,'Existing paid','Unskilled- Resident'
26,female,own,9960,furniture/equipment,bad,'Existing paid',Skilled
24.724398,female,rent,1203.070342,car,bad,'Existing paid',Skilled
23.720137,male,own,914.093102,car,bad,'Existing paid',Skilled
21,male,rent,3441,furniture/equipment,bad,'Existing paid',Skilled
35.709082,male,own,1354.840334,car,bad,'Critical/other credits existing','Unskilled- Resident'
58.450919,male,own,2249.39585,car,bad,'Critical/other credits existing',Skilled
36.450846,male,free,1825.25199,education,bad,'Existing paid',Skilled
33.100924,male,own,1649.223406,furniture/equipment,bad,'All paid',Skilled
37,male,own,1344,car,bad,'Critical/other credits existing','Unskilled- Resident'
30.515094,male,own,3133.981905,furniture/equipment,bad,'Existing paid',Skilled
28.009272,male,own,784.284893,radio/TV,bad,'Existing paid','Unskilled- Resident'
36.543425,male,own,1524.403572,furniture/equipment,bad,'All paid',Skilled
29.891177,male,own,1115.846965,car,bad,'Critical/other credits existing',Skilled
26,female,own,9960,furniture/equipment,bad,'Existing paid',Skilled
43.180439,male,own,2302.108006,car,bad,'Existing paid',Skilled
31.645982,male,own,4359.083506,furniture/equipment,bad,'Delayed previously',Self-employed
39.880277,male,own,15174.387331,business,bad,'Existing paid',Skilled
32,male,own,18424,business,bad,'No credits/all paid ',Skilled
49.001835,female,rent,7122.826977,business,bad,'Existing paid',Skilled
30,male,own,1056,car,bad,'Critical/other credits existing',Skilled
23.633051,female,own,1243.10137,car,bad,'Existing paid',Skilled
34,female,own,1837,education,bad,'Existing paid','Unskilled- Resident'
33.788085,male,own,627.798071,radio/TV,bad,'All paid',Skilled
36.864962,male,own,886.46315,car,bad,'Existing paid',Skilled
56.429373,male,rent,2731.763625,furniture/equipment,bad,'Existing paid',Skilled
28.310569,male,own,889.502936,car,bad,'Existing paid',Skilled
27.462139,male,own,3136.015682,furniture/equipment,bad,'Existing paid',Skilled
29.108811,male,own,916.030928,car,bad,'Existing paid',Skilled
46.417568,male,free,6254.046026,education,bad,'Critical/other credits existing',Skilled
41.754629,male,own,12484.625035,car,bad,'Existing paid',Self-employed
29.600866,male,own,8593.365974,business,bad,'Delayed previously',Skilled
29.306392,male,own,1909.522274,furniture/equipment,bad,'Existing paid',Skilled
37.19015,male,own,1160.828891,car,bad,'Critical/other credits existing',Skilled
37.22516,male,rent,7714.018805,business,bad,'Existing paid',Skilled
26.648995,female,own,1279.813684,radio/TV,bad,'Existing paid','Unskilled- Resident'
32.829353,male,free,3357.237988,furniture/equipment,bad,'All paid',Skilled
45.367185,male,own,2774.738636,car,bad,'Critical/other credits existing',Skilled
31,male,own,2775,car,bad,'Critical/other credits existing',Skilled
49.471193,male,free,6181.821566,education,bad,'Critical/other credits existing',Skilled
24.980948,male,own,14672.855372,car,bad,'Existing paid','Unskilled- Non resident'
43.35023,male,rent,1929.472933,furniture/equipment,bad,'Existing paid',Skilled
37.864844,male,own,3914.899864,business,bad,'Existing paid',Skilled
26,female,own,9960,furniture/equipment,bad,'Existing paid',Skilled
38,male,own,3914,business,bad,'Existing paid',Skilled
25,male,own,4746,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
25,male,own,4819.663342,radio/TV,bad,'Critical/other credits existing',Skilled
29.70787,male,own,3605.048193,furniture/equipment,bad,'All paid',Skilled
21.296833,female,rent,1288.161366,car,bad,'Existing paid',Skilled
34.038898,male,own,1040.015783,car,bad,'Critical/other credits existing',Skilled
23.643556,male,rent,3366.160048,furniture/equipment,bad,'Existing paid',Skilled
57.033939,male,own,2603.435475,radio/TV,bad,'Existing paid',Skilled
31.070803,male,rent,7960.814941,business,bad,'Existing paid',Skilled
36.527945,male,rent,7653.706751,business,bad,'Existing paid',Skilled
49.959955,male,rent,2690.711406,furniture/equipment,bad,'Existing paid',Skilled
24.067159,female,own,5946.478814,radio/TV,bad,'Critical/other credits existing',Skilled
25,male,own,4739.783946,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
28.204079,female,own,1245.860321,car,bad,'Existing paid','Unskilled- Resident'
27,male,own,3552,furniture/equipment,bad,'All paid',Skilled
29.582473,male,own,5865.330235,radio/TV,bad,'Existing paid',Skilled
28.301557,male,own,4952.721387,radio/TV,bad,'Critical/other credits existing',Skilled
27,male,free,1422,car,bad,'Existing paid',Self-employed
30,male,free,1823,education,bad,'Existing paid',Skilled
44,male,own,1553,furniture/equipment,bad,'All paid',Skilled
36.674808,male,own,3914.400732,business,bad,'Existing paid',Skilled
32.22377,male,own,2767.517354,car,bad,'Critical/other credits existing',Skilled
28.755737,male,own,3093.693855,furniture/equipment,bad,'Existing paid',Skilled
46.19793,male,own,2604.62453,radio/TV,bad,'Existing paid',Skilled
25,male,own,4741.877892,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
42.875505,male,own,1025.98247,car,bad,'Critical/other credits existing',Skilled
32.415492,male,own,2293.061544,car,bad,'Existing paid',Skilled
34.918205,female,rent,7408.072862,business,bad,'Existing paid',Skilled
40.425044,male,own,1529.33991,furniture/equipment,bad,'All paid',Skilled
34.132567,male,own,1338.245029,car,bad,'Critical/other credits existing','Unskilled- Resident'
23.190255,male,own,5705.323659,radio/TV,bad,'Existing paid',Skilled
24,male,own,5595,radio/TV,bad,'Existing paid',Skilled
29.927615,male,own,12006.562081,furniture/equipment,bad,'Existing paid',Self-employed
41.647106,male,own,15658.678649,business,bad,'No credits/all paid ',Skilled
24,male,own,5595,radio/TV,bad,'Existing paid',Skilled
31,male,own,2775,car,bad,'Critical/other credits existing',Skilled
50.281411,male,own,6409.647978,radio/TV,bad,'Critical/other credits existing',Skilled
42.898877,male,own,3930.899476,business,bad,'Existing paid',Skilled
40,male,own,4297,furniture/equipment,bad,'Delayed previously',Self-employed
28.5445,female,own,1280.725397,radio/TV,bad,'Existing paid',Skilled
32,female,own,1282.835115,radio/TV,bad,'Existing paid','Unskilled- Resident'
38.082129,female,rent,1204.905476,car,bad,'Existing paid',Skilled
31,male,own,2775,car,bad,'Critical/other credits existing',Skilled
30,male,own,1056,car,bad,'Critical/other credits existing',Skilled
27.153519,male,own,3606.949427,furniture/equipment,bad,'All paid',Skilled
31.689617,male,own,1654.797018,furniture/equipment,bad,'All paid',Skilled
34.225297,female,rent,1200.099825,car,bad,'Existing paid',Skilled
24.599486,female,own,1279.754044,radio/TV,bad,'Existing paid',Skilled
26.732013,male,own,910.806886,car,bad,'Existing paid',Skilled
34,female,own,1837,education,bad,'Existing paid','Unskilled- Resident'
25.842629,male,own,914.091248,car,bad,'Existing paid',Skilled
32.174856,male,own,734.321321,radio/TV,bad,'Existing paid','Unskilled- Resident'
51.973411,male,own,700.827408,car,bad,'Existing paid',Skilled
48.77245,male,own,2767.84258,car,bad,'Critical/other credits existing',Skilled
27.8363,male,own,4286.603808,furniture/equipment,bad,'Delayed previously',Self-employed
36.456477,male,rent,7614.758953,business,bad,'Existing paid',Skilled
30.885933,male,rent,1957.152708,furniture/equipment,bad,'Existing paid',Skilled
39.396396,male,own,4869.001791,radio/TV,bad,'Critical/other credits existing',Skilled
55.723361,male,own,14771.081927,car,bad,'Existing paid','Unskilled- Non resident'
27,male,free,1422,car,bad,'Existing paid',Self-employed
26.824449,male,own,8294.411922,business,bad,'Delayed previously',Skilled
26.363321,male,own,2713.751502,car,bad,'Existing paid',Skilled
26.562226,male,own,14358.807869,car,bad,'Existing paid',Skilled
30.613524,male,own,648.508397,radio/TV,bad,'All paid',Skilled
34.449815,male,free,3371.15735,furniture/equipment,bad,'All paid',Skilled
54.104574,female,rent,1920.843544,furniture/equipment,bad,'Existing paid',Skilled
45.775263,male,own,714.907709,car,bad,'Existing paid',Skilled
30.871013,male,own,4112.465845,furniture/equipment,bad,'Delayed previously',Self-employed
23,male,own,15672,business,bad,'Existing paid',Skilled
31,male,own,3161,furniture/equipment,bad,'Existing paid',Skilled
55.643885,male,own,6416.882343,radio/TV,bad,'Critical/other credits existing',Skilled
38.356344,male,own,2524.894615,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
24.933589,male,own,892.951444,car,bad,'Existing paid',Skilled
39.836415,male,own,8294.077892,business,bad,'Delayed previously',Skilled
23.829736,female,own,433,radio/TV,bad,'All paid',Skilled
25,male,own,4742.907563,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
44,female,own,10127,furniture/equipment,bad,'Existing paid',Skilled
44.485563,female,rent,1911.325156,furniture/equipment,bad,'Existing paid',Skilled
26,female,own,1386,car,bad,'Existing paid',Skilled
47.276985,male,free,6160.768037,education,bad,'Critical/other credits existing',Skilled
37.780773,male,own,3944.95589,business,bad,'Existing paid',Skilled
45.656792,male,own,8319.118144,business,bad,'Delayed previously',Skilled
30.623488,male,own,732.161208,radio/TV,bad,'Existing paid','Unskilled- Resident'
37.082466,male,own,3833.461323,business,bad,'Existing paid',Skilled
