@relation final_data

@attribute '         AGE' numeric
@attribute '     GENDER' {male,female}
@attribute '    HOUSING ' {own,free,rent}
@attribute ' CREDIT AMOUNT' numeric
@attribute ' PURPOSE' {radio/TV,education,furniture/equipment,car,business,'domestic appliances',repairs,vacation/others}
@attribute ' CLASS' {good,bad}
@attribute '  CREDIT HISTORY ' {'Critical/other credits existing','Existing paid','Delayed previously','No credits/all paid ','All paid'}
@attribute '       JOB' {Skilled,'Unskilled- Resident',Self-employed,'Unskilled- Non resident'}

@data
38,male,own,2171,car,good,'Critical/other credits existing','Unskilled- Resident'
34,male,own,5800,car,good,'Critical/other credits existing',Skilled
29,male,own,1169,radio/TV,good,'Critical/other credits existing',Skilled
31,male,own,8947,car,good,'Delayed previously',Self-employed
28,female,rent,2606,radio/TV,good,'Existing paid',Self-employed
35,female,own,1592,furniture/equipment,good,'Critical/other credits existing',Skilled
33,female,rent,2186,furniture/equipment,good,'Existing paid','Unskilled- Resident'
42,male,own,4153,furniture/equipment,bad,'Existing paid',Skilled
43,male,rent,2625,car,bad,'Critical/other credits existing',Skilled
44,male,own,3485,car,good,'Critical/other credits existing',Skilled
42,male,free,10477,car,good,'Critical/other credits existing',Skilled
40,male,rent,1386,radio/TV,good,'Existing paid',Skilled
36,male,own,1278,radio/TV,good,'Existing paid',Self-employed
20,male,rent,1107,radio/TV,good,'Existing paid',Self-employed
24,male,own,3763,car,good,'Existing paid','Unskilled- Resident'
27,male,own,3711,education,good,'Existing paid',Skilled
46,female,own,3594,car,good,'Delayed previously','Unskilled- Resident'
33,female,own,3195,car,good,'Existing paid','Unskilled- Resident'
34,female,own,4454,radio/TV,good,'Delayed previously',Skilled
25,female,own,4736,furniture/equipment,bad,'Critical/other credits existing','Unskilled- Resident'
25,female,own,2991,radio/TV,good,'Existing paid',Skilled
28,male,own,2142,business,good,'Existing paid',Skilled
31,male,rent,3161,business,bad,'All paid',Skilled
32,female,own,18424,vacation/others,bad,'No credits/all paid ',Self-employed
32,male,own,2848,car,good,'Existing paid',Skilled
68,male,own,14896,car,bad,'Existing paid',Self-employed
33,male,own,2359,furniture/equipment,bad,'Existing paid',Skilled
39,male,rent,3345,furniture/equipment,bad,'Existing paid',Self-employed
28,female,own,1817,furniture/equipment,good,'Critical/other credits existing',Skilled
37,male,own,12749,radio/TV,good,'Delayed previously',Self-employed
22,female,rent,1366,radio/TV,bad,'Existing paid',Skilled
30,male,rent,2002,car,good,'Existing paid',Skilled
55,male,own,6872,furniture/equipment,bad,'All paid',Skilled
46,male,own,697,car,bad,'All paid',Skilled
21,female,rent,1049,furniture/equipment,good,'Critical/other credits existing',Skilled
39,male,free,10297,car,bad,'Existing paid',Skilled
58,male,own,1867,radio/TV,good,'Existing paid',Skilled
43,male,own,1344,car,good,'Delayed previously','Unskilled- Resident'
24,male,own,1747,furniture/equipment,good,'Existing paid','Unskilled- Resident'
22,female,own,1670,radio/TV,bad,'Existing paid',Skilled
30,male,own,1224,car,good,'Critical/other credits existing',Skilled
42,male,own,522,radio/TV,good,'Critical/other credits existing',Skilled
23,female,own,1498,radio/TV,good,'Existing paid',Skilled
30,male,own,1919,radio/TV,bad,'Delayed previously',Self-employed
28,female,own,745,radio/TV,bad,'Existing paid','Unskilled- Resident'
30,male,rent,2063,radio/TV,good,'Existing paid',Self-employed
42,male,free,6288,education,bad,'Existing paid',Skilled
46,male,own,6842,car,good,'Critical/other credits existing',Self-employed
45,male,own,3527,car,good,'Existing paid',Self-employed
31,male,own,1546,car,good,'Existing paid','Unskilled- Resident'
31,male,own,929,furniture/equipment,good,'Existing paid',Skilled
42,male,own,1455,car,good,'Critical/other credits existing','Unskilled- Resident'
46,female,rent,1845,furniture/equipment,good,'Existing paid',Skilled
30,female,own,8358,car,good,'No credits/all paid ',Skilled
30,male,free,3349,furniture/equipment,bad,'All paid',Skilled
38,male,own,2859,car,good,'Existing paid',Self-employed
43,male,own,1533,furniture/equipment,bad,'Existing paid','Unskilled- Resident'
31,male,own,3621,radio/TV,bad,'Existing paid',Skilled
40,male,own,3590,business,good,'Critical/other credits existing','Unskilled- Non resident'
24,male,own,2145,business,bad,'Delayed previously',Skilled
28,female,rent,4113,car,bad,'Existing paid',Skilled
26,female,own,10974,furniture/equipment,bad,'Existing paid',Self-employed
29,female,own,1893,car,good,'Existing paid',Skilled
57,female,rent,1231,radio/TV,good,'Critical/other credits existing',Self-employed
49,male,own,3656,radio/TV,good,'Critical/other credits existing','Unskilled- Resident'
37,male,own,1154,radio/TV,good,'Critical/other credits existing','Unskilled- Resident'
45,male,own,4006,car,bad,'Existing paid','Unskilled- Resident'
30,male,free,3069,furniture/equipment,good,'Existing paid',Skilled
30,male,rent,1740,radio/TV,good,'Critical/other credits existing',Skilled
47,male,own,2353,car,good,'Delayed previously',Skilled
29,male,own,3556,car,good,'Existing paid',Skilled
35,male,own,2397,radio/TV,bad,'Existing paid',Skilled
22,male,own,454,repairs,good,'Existing paid','Unskilled- Resident'
26,female,own,1715,radio/TV,good,'Existing paid',Skilled
23,male,own,2520,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
54,female,rent,3568,radio/TV,good,'Existing paid',Self-employed
29,male,rent,7166,radio/TV,good,'Existing paid',Skilled
40,male,own,3939,car,good,'Critical/other credits existing','Unskilled- Resident'
22,male,own,1514,repairs,good,'Existing paid',Skilled
43,male,own,7393,car,good,'Existing paid','Unskilled- Resident'
29,female,rent,1193,car,bad,'All paid','Unskilled- Non resident'
36,male,rent,7297,business,bad,'Existing paid',Skilled
33,female,own,2831,radio/TV,good,'Critical/other credits existing',Skilled
57,female,own,1258,radio/TV,good,'Existing paid','Unskilled- Resident'
64,female,own,753,radio/TV,good,'Existing paid',Skilled
42,male,own,2427,business,good,'Delayed previously',Skilled
47,male,own,2538,car,bad,'Delayed previously','Unskilled- Resident'
25,male,rent,1264,car,bad,'All paid',Skilled
49,male,own,8386,furniture/equipment,bad,'Critical/other credits existing',Skilled
33,male,rent,4844,business,bad,'Existing paid',Self-employed
28,female,own,2923,car,good,'Existing paid',Self-employed
26,male,own,8229,car,bad,'Existing paid',Skilled
30,male,own,2028,furniture/equipment,good,'Critical/other credits existing','Unskilled- Resident'
25,female,rent,1433,furniture/equipment,good,'Critical/other credits existing',Skilled
33,male,own,6289,business,good,'No credits/all paid ',Skilled
64,female,own,1409,radio/TV,good,'Existing paid',Skilled
29,male,free,6579,car,good,'Existing paid',Self-employed
48,male,own,1743,radio/TV,good,'Critical/other credits existing','Unskilled- Resident'
37,male,own,3565,education,good,'Critical/other credits existing','Unskilled- Resident'
34,male,own,1569,radio/TV,good,'All paid','Unskilled- Resident'
23,male,rent,1936,radio/TV,good,'Existing paid','Unskilled- Resident'
30,male,own,3959,furniture/equipment,good,'Existing paid',Self-employed
50,male,own,2390,car,good,'Existing paid',Skilled
31,female,own,1736,furniture/equipment,good,'Existing paid','Unskilled- Resident'
40,male,own,3857,car,good,'Existing paid',Self-employed
38,male,own,804,radio/TV,good,'Existing paid',Skilled
23,male,free,1845,radio/TV,bad,'Existing paid',Skilled
27,male,own,4576,car,good,'Critical/other credits existing',Skilled
